"cq4brf7veenvjfdx","Deep Breathing","Admiral Jota","Admiral Jota {lxogyqnxnhz3p1s9}","DEEP BREATHING","JOTA, ADMIRAL","SpeedIF January 2006,nonhuman protagonist,fairy tale,pig,single room,three little pigs","2006-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","Literary/Children's","Merciful","2894","NULL","NULL","2007-09-29 00:00:00","uxestzeq1ypnu2j6","2015-11-26 01:11:08","4"
"r0tn6id0wlaat4o0","Splashdown","Paul J. Furio","NULL","SPLASHDOWN","FURIO, PAUL J.","IF Competition 2004,sidekick NPC","2004-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","Science Fiction","NULL","2409","NULL","NULL","2007-09-29 00:00:00","thc7348i79babboi","2008-04-07 17:32:39","2"
"njirvtsqogid1cpy","Stack Overflow","Timofei Shatrov","NULL","STACK OVERFLOW","SHATROV, TIMOFEI","IF Competition 2004","2004-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","Alien Visitation/Surreal","NULL","2405","NULL","NULL","2007-09-29 00:00:00","thc7348i79babboi","2008-04-07 17:36:53","2"
"5e23lnq25gon9tp3","All Things Devours","half sick of shadows","NULL","ALL THINGS DEVOURS","SHADOWS, HALF SICK OF","IF Competition 2004,Xyzzy Awards 2004,female protagonist,time travel,female protagonist,science fiction,sf,time travel,I6 source available,sf,time travel,female protagonist,I6 source available,IF Competition 2004,science fiction,time travel,walkthrough,Xyzzy Awards 2004,single puzzle,short,time travel,free software,Public Domain,XYZZY Best Individual Puzzle,parser","2004-01-01 00:00:00","3","Public Domain","Inform 6","en","From the game's <B>about</B> command:

""All Things Devours is a short piece of interactive fiction, leaning strongly towards the text-adventure end of the spectrum. It explores an all-too-familiar science fiction paradigm in what I hope is a rather refreshing and satisfying manner. However, due to the intrinsic nature of its subject matter, it is more cruel than one might hope for a modern piece of interactive fiction. In particular, any move you make may put things into an unwinnable state. You are therefore encouraged to save frequently, and also to realise that you will probably have to start over several times to find the most satisfactory ending.""","NULL","NULL","NULL","Time Travel","Cruel","2400","http://www.amirrorclear.net/flowers/game/devours/","NULL","2007-09-29 00:00:00","vw7fr8dlv3k7i3pm","2013-11-04 22:10:02","7"
"gd30rdeaohiyzck0","Earth And Sky 3: Luminous Horizon","Paul O'Brian","Paul O'Brian {thc7348i79babboi}","EARTH AND SKY 3: LUMINOUS HORIZON","O'BRIAN, PAUL","IF Competition 2004,Xyzzy Awards 2004,female protagonist,graphics,multiple protagonists,Superhero,cover art,ClubFloyd transcript,IF Competition 2004,IFComp Winner","2004-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","http://ifdb.tads.org/viewgame?coverart&id=gd30rdeaohiyzck0","Earth and Sky","3","Superhero","NULL","2401","NULL","NULL","2007-09-29 00:00:00","gy4p10myt2srnjyp","2013-05-26 09:01:53","7"
"a41gh0946u9rxc39","Goose, Egg, Badger","Brian Rapp","Brian Rapp {87uysm657qg82b1z}","GOOSE, EGG, BADGER","RAPP, BRIAN","IF Competition 2004,Xyzzy Awards 2004,built-in hints,female protagonist,wordplay,cover art","2004-09-30 00:00:00","2","Freeware","Inform 6","en","NULL","http://ifdb.tads.org/viewgame?coverart&id=a41gh0946u9rxc39","NULL","NULL","Wordplay","NULL","2402","NULL","NULL","2007-09-29 00:00:00","gy4p10myt2srnjyp","2013-05-05 11:43:16","7"
"wjkg89918ttdbkm2","Mingsheng","Deane Saunders","NULL","MINGSHENG","SAUNDERS, DEANE","IF Competition 2004,Xyzzy Awards 2004,ClubFloyd transcript,china,chinese","2004-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","http://ifdb.tads.org/viewgame?coverart&id=wjkg89918ttdbkm2","NULL","NULL","Eastern","NULL","2403","NULL","NULL","2007-09-29 00:00:00","3wcnay8ie4ajtyrm","2016-09-29 07:59:06","6"
"weac28l51hiqfzxz","De Baron","Victor Gijsbers","Victor Gijsbers {fzkruakfu53h20do}","DE BARON","GIJSBERS, VICTOR","Spring Thing 2006,Xyzzy Awards 2006,moral choice,cover art,translation available,fantasy,wolves,sexual content,male protagonist,dragon,complicity,violence,ethics,philosophy,free software,GPL,Spring Thing Winner,wolf,XYZZY Best Use of Medium,parser","2006-01-01 00:00:00","1","GPL","Inform 6","en, nl","NULL","http://ifdb.tads.org/viewgame?coverart&id=weac28l51hiqfzxz","NULL","NULL","Fantasy","Merciful","2889","NULL","NULL","2007-09-29 00:00:00","fzkruakfu53h20do","2015-03-12 11:00:40","12"
"imvpmb0vj115hqt9","Jacks or Better to Murder, Aces to Win","J. D. Berry","NULL","JACKS OR BETTER TO MURDER, ACES TO WIN","BERRY, J. D.","IF Competition 1999","1999-01-01 00:00:00","Release 1","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","Espionage","NULL","611","NULL","NULL","2007-09-29 00:00:00","gy4p10myt2srnjyp","2013-05-19 06:59:06","3"
"wjcxkqyoqsxo2l8u","Beat the Devil","Robert M. Camisa","NULL","BEAT THE DEVIL","CAMISA, ROBERT M.","IF Competition 1999,sexual content,I6 source available,Hell,male protagonist,mall","1999-01-01 00:00:00","Release 1","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","Satire/Afterlife","NULL","610","NULL","NULL","2007-09-29 00:00:00","gy4p10myt2srnjyp","2013-03-20 16:56:39","3"
"mzt8lgc1kywxhwyu","Aluzine","José Baltasar García Perez-Schofield","NULL","ALUZINE","PEREZ-SCHOFIELD, JOSé BALTASAR GARCíA","NULL","2003-01-01 00:00:00","1","Freeware","Inform 6","es","NULL","NULL","NULL","NULL","Surreal","NULL","2256","NULL","NULL","2007-09-29 00:00:00","","2007-09-29 20:48:21","1"
"l5c32ea9ptbhae2x","La aventura rural","Javier Carrascosa","NULL","LA AVENTURA RURAL","CARRASCOSA, JAVIER","Premios Hispanos a la Aventura 2003","2003-01-01 00:00:00","1","Freeware","Inform 6","es","NULL","NULL","NULL","NULL","NULL","NULL","2255","NULL","NULL","2007-09-29 00:00:00","","2007-10-16 01:49:11","1"
"jc78deiwcxegw1g6","ReminiscenciaRol","Aryekaix","NULL","REMINISCENCIAROL","ARYEKAIX","NULL","2004-01-01 00:00:00","1","Freeware","Inform 6","es","NULL","NULL","NULL","NULL","NULL","NULL","2434","NULL","NULL","2007-09-29 00:00:00","","2007-09-29 20:48:22","1"
"diziwpamsxpbkzxg","Remakorp","el_Lula","NULL","REMAKORP","EL_LULA","NULL","2004-01-01 00:00:00","2","Freeware","Inform 6","es","NULL","NULL","NULL","NULL","NULL","NULL","2433","NULL","NULL","2007-09-29 00:00:00","","2007-09-29 20:48:22","1"
"9hs4k1kiqfsudi0f","Orfeo en los Infiernos","Javier Carrascosa","NULL","ORFEO EN LOS INFIERNOS","CARRASCOSA, JAVIER","NULL","2004-01-01 00:00:00","1","Freeware","Inform 6","es","NULL","NULL","NULL","NULL","Afterlife","NULL","2432","NULL","NULL","2007-09-29 00:00:00","ksyd7gwxyzi3ihow","2009-08-14 00:27:28","2"
"wqrlx3wvtmkjds9q","A Dark and Stormy Entry","Emily Short","Emily Short {4onqcn9pq2wtd3vb}","DARK AND STORMY ENTRY, A","SHORT, EMILY","Mini-comp,CYOA,multiple endings,easy,writer protagonist,cover art,writing process,time cave branching","2001-01-01 00:00:00","NULL","Freeware","Inform 6","en","NULL","http://ifdb.tads.org/viewgame?coverart&id=wqrlx3wvtmkjds9q","NULL","NULL","Slice of life","Merciful","2239","NULL","NULL","2007-09-29 00:00:00","4onqcn9pq2wtd3vb","2011-08-25 10:56:21","6"
"uszmamdsm653gwbw","Lode Runner","Anonymous","NULL","LODE RUNNER","ANONYMOUS","adaptation","2001-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","NULL","IF Arcade","10","Game","NULL","1157","NULL","NULL","2007-09-29 00:00:00","3wcnay8ie4ajtyrm","2008-12-22 13:10:47","3"
"f9xvyj311uabnjbx","Joust","Jennifer Earl","NULL","JOUST","EARL, JENNIFER","adaptation","2001-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","NULL","IF Arcade","9","Game/Fantasy","NULL","1156","NULL","NULL","2007-09-29 00:00:00","3wcnay8ie4ajtyrm","2008-12-22 13:10:05","3"
"xll5odiydidjnktm","Invaders","Anonymous","NULL","INVADERS","ANONYMOUS","single room,adaptation","2001-01-01 00:00:00","5","Freeware","Inform 6","en","NULL","NULL","IF Arcade","7","Game/Alien Visitation","NULL","1154","NULL","NULL","2007-09-29 00:00:00","3wcnay8ie4ajtyrm","2008-12-22 13:09:11","3"
"6c0vljle73717wig","Galaxian","Stacy Cowley","NULL","GALAXIAN","COWLEY, STACY","puzzleless,adaptation","2001-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","NULL","IF Arcade","6","Game/Science Fiction","NULL","1153","NULL","NULL","2007-09-29 00:00:00","3wcnay8ie4ajtyrm","2008-12-10 13:16:11","2"
"o1jg8fa0g2t7tohg","Night Driver","David Dyte","NULL","NIGHT DRIVER","DYTE, DAVID","puzzleless,adaptation","2001-01-01 00:00:00","2","Freeware","Inform 6","en","NULL","NULL","IF Arcade","5","Game/Slice of life","NULL","1152","NULL","NULL","2007-09-29 00:00:00","ght8hsbka5bypyg7","2015-12-22 13:15:28","4"
"qwhdy69c0czgyfm3","Donkey Kong","Andrew Plotkin","Andrew Plotkin {xrln6pdkzzbje6r3}","DONKEY KONG","PLOTKIN, ANDREW","evil protagonist,nonhuman protagonist,puzzleless,single room,animal protagonist,diversion,adaptation","2001-01-01 00:00:00","3","Freeware","Inform 6","en","NULL","NULL","IF Arcade","4","Game/Joke","NULL","1151","NULL","NULL","2007-09-29 00:00:00","xrln6pdkzzbje6r3","2010-11-07 01:17:35","4"
"b67iuep7o6b0kxpm","Narcolepsy","Adam Cadre","Adam Cadre {b4izkuu9lsuap84w}","NARCOLEPSY","CADRE, ADAM","Xyzzy Awards 2003,first person,graphics,guided maze,puzzleless,character based,dream,dreaming,dreams,male,plot,puzzleless,science fiction,sciencefiction,sf,surreal,randomized,room-name,cover art,male protagonist,sexual content,XYZZY Best Writing","2003-12-27 00:00:00","1.07","Freeware","Inform 6","en","NULL","http://ifdb.tads.org/viewgame?coverart&id=b67iuep7o6b0kxpm","NULL","NULL","Surreal/Espionage/Science Fiction/Slice of life","NULL","2234","http://adamcadre.ac/if.html#Narcolepsy","NULL","2007-09-29 00:00:00","gy4p10myt2srnjyp","2013-08-02 01:48:32","5"
"vtuf6hfo9aj5xs64","Winter Wonderland","Laura Knauth","NULL","WINTER WONDERLAND","KNAUTH, LAURA","IF Competition 1999,Xyzzy Awards 1999,built-in hints,character graphics,female protagonist,compass status display,IFComp Winner,kids,cover art,child protagonist,winter,kid-friendly,parser","1999-01-01 00:00:00","2.0","Freeware","Inform 6","en","""Young Gretchen could have only imagined the fanciful events that were to occur before finding herself lost in a winter wonderland."" [--blurb from Competition '99]","http://ifdb.tads.org/viewgame?coverart&id=vtuf6hfo9aj5xs64","NULL","NULL","Children's/Fantasy/Seasonal","NULL","604","NULL","NULL","2007-09-29 00:00:00","gy4p10myt2srnjyp","2013-03-03 08:06:37","5"
"t61i5akczyblx2zd","For a Change","Dan Schmidt","Dan Schmidt {s7fqyfh6st1371sd}","FOR A CHANGE","SCHMIDT, DAN","IF Competition 1999,Xyzzy Awards 1999,built-in hints,surreal,cover art,aliens,gender-neutral protagonist,IF Competition 1999,language,linguistics,nonhuman protagonist,XYZZY Best Writing,parser","1999-01-01 00:00:00","Release 1.02","Freeware","Inform 6","en","""The sun has gone. It must be brought. You have a rock."" [--blurb from Competition '99]","http://ifdb.tads.org/viewgame?coverart&id=t61i5akczyblx2zd","NULL","NULL","Surreal","NULL","605","NULL","NULL","2007-09-29 00:00:00","3wcnay8ie4ajtyrm","2015-08-25 08:38:24","10"
"aktys788a52fac96","A Day for Soft Food","Tod Levi","NULL","DAY FOR SOFT FOOD, A","LEVI, TOD","IF Competition 1999,Xyzzy Awards 1999,built-in hints,nonhuman protagonist,cover art,animal protagonist,cat","1999-01-01 00:00:00","Release 1","Freeware","Inform 6","en","""Ever since the provider's sickness began, he's been all hisses and growls. Even the slightest misstep seems to annoy him. Perhaps that's why your bowl has held nothing but hard food lately. And not much of that."" [--blurb from Competition '99]","http://ifdb.tads.org/viewgame?coverart&id=aktys788a52fac96","NULL","NULL","Slice of life","NULL","607","NULL","NULL","2007-09-29 00:00:00","gy4p10myt2srnjyp","2013-04-17 08:04:47","5"
"4uimsc6i8a0rabki","Turning Point","Robert Street","NULL","TURNING POINT","STREET, ROBERT","Mini-comp","2004-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","Science Fiction","NULL","2428","NULL","NULL","2007-09-29 00:00:00","","2007-10-16 01:47:27","1"
"7c1hob5xlmxeyxcl","Zombies!","Chris Cenotti","NULL","ZOMBIES!","CENOTTI, CHRIS","Mini-comp","2004-01-01 00:00:00","4","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","Zombie","NULL","2429","NULL","NULL","2007-09-29 00:00:00","","2007-10-16 01:47:44","1"
"77s2sbu5vrwx1a9j","Paparazzi","EV","NULL","PAPARAZZI","EV","Mini-comp,primitive parser,Unwinnable","2004-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","NULL","NULL","2426","NULL","NULL","2007-09-29 00:00:00","3wcnay8ie4ajtyrm","2008-12-23 13:03:09","2"
"6hmsok8t6tboia86","Amusement Park","Penczer Attila","NULL","AMUSEMENT PARK","ATTILA, PENCZER","Mini-comp","2004-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","NULL","NULL","2427","NULL","NULL","2007-09-29 00:00:00","","2007-10-16 01:47:39","1"
"a5kfsqvq6e18ycil","Downtown Train","Owen Lockett","NULL","DOWNTOWN TRAIN","LOCKETT, OWEN","Mini-comp","2004-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","Surreal","NULL","2424","NULL","NULL","2007-09-29 00:00:00","3wcnay8ie4ajtyrm","2008-12-09 09:21:59","2"
"fxnlf44opezdtlvp","Endgame","Samuel T. Denton","NULL","ENDGAME","DENTON, SAMUEL T.","Mini-comp,single room","2004-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","Fantasy","NULL","2425","NULL","NULL","2007-09-29 00:00:00","3wcnay8ie4ajtyrm","2008-12-09 12:40:13","2"
"f9l40w4tsbnkwply","Sell-Out","Jake Wildstrom","Jake Wildstrom {2irqkhujsl5t6ubs}","SELL-OUT","WILDSTROM, JAKE","SpeedIF June 2003","2003-01-01 00:00:00","NULL","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","NULL","NULL","2221","NULL","NULL","2007-09-29 00:00:00","2irqkhujsl5t6ubs","2013-01-23 18:29:48","2"
"7c6hd4n9es2vrgqv","Pass the Banana","Admiral Jota","Admiral Jota {lxogyqnxnhz3p1s9}","PASS THE BANANA","JOTA, ADMIRAL","IF Competition 1999,puzzleless,single room,cover art,last lousy point,monkey,robot","1999-01-01 00:00:00","Release 1","Freeware","Inform 6","en","NULL","http://ifdb.tads.org/viewgame?coverart&id=7c6hd4n9es2vrgqv","NULL","NULL","Joke/Surreal","Polite","632","NULL","NULL","2007-09-29 00:00:00","uxestzeq1ypnu2j6","2016-09-09 08:46:12","7"
"w1hvfh2sfprakd1x","Music Education","Bill Linney","NULL","MUSIC EDUCATION","LINNEY, BILL","IF Competition 1999,college","1999-01-01 00:00:00","Release 1","Freeware","Inform 6","en","""A typical day in the life of a college music student."" [--blurb from Competition '99]","NULL","NULL","NULL","Collegiate/Slice of life","NULL","631","NULL","NULL","2007-09-29 00:00:00","3wcnay8ie4ajtyrm","2016-10-27 09:41:03","4"
"7jxa2jr0tpccqll7","Calliope","Jason McIntosh","Jason McIntosh {ghzs9bdwmdwc4ulp}","CALLIOPE","MCINTOSH, JASON","IF Competition 1999,writer protagonist,writing process","1999-01-01 00:00:00","Release 1","Freeware","Inform 6","en","NULL","http://ifdb.tads.org/viewgame?coverart&id=7jxa2jr0tpccqll7","NULL","NULL","Slice of life","NULL","629","NULL","NULL","2007-09-29 00:00:00","dciqbymh070d4kh3","2016-07-06 15:01:04","4"
"pjgxrkgnaapbudtl","Lomalow","Brendan Barnwell","NULL","LOMALOW","BARNWELL, BRENDAN","IF Competition 1999,adaptive hints,built-in hints","1999-01-01 00:00:00","Release 1","Freeware","Inform 6","en","""This game has one puzzle, and the solution to this is given immediately as the game begins. It's about loss, sadness, love, mystery, supernatural beings, and moving to a higher plane of existence. It is all about reading what comes up on the screen, and the only ""puzzle"" is to figure out how to access and read all that text."" [--blurb from Competition '99]","NULL","NULL","NULL","Fantasy","NULL","627","NULL","NULL","2007-09-29 00:00:00","gy4p10myt2srnjyp","2013-05-26 07:26:03","4"
"lsnpv1bkylr6vsva","Only After Dark","Gunther Schmidl","NULL","ONLY AFTER DARK","SCHMIDL, GUNTHER","IF Competition 1999,nonhuman protagonist,sexual content,violence","1999-01-01 00:00:00","Release 2","Freeware","Inform 6","en","""""HERE BE DRAGONS"" is what the rutter said, but the small island turned out to be free of those animals after all. Instead, you landed near a tiny village full of friendly natives. 

Aaah, shore leave! You can't remember when the last time was you could relax, take a night off and stroll through town to pick up a girl or two."" [--blurb from Competition '99]","NULL","NULL","NULL","Horror","NULL","623","NULL","NULL","2007-09-29 00:00:00","thc7348i79babboi","2008-05-02 17:29:51","3"
"iw6s3e37s7suv6n9","Solitary","Kahlan","NULL","SOLITARY","KAHLAN","female protagonist,single room,contemplative","2004-01-01 00:00:00","2","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","Collegiate/Slice of life","NULL","2278","NULL","NULL","2007-09-29 00:00:00","gy4p10myt2srnjyp","2013-09-22 16:32:10","2"
"w4a5xqvu6hiy7vjg","Schizo","Tommaso Caldarola","NULL","SCHIZO","CALDAROLA, TOMMASO","NULL","2002-01-01 00:00:00","2","Freeware","Inform 6","it","NULL","NULL","NULL","NULL","Surreal","NULL","1945","NULL","NULL","2007-09-29 00:00:00","","2007-09-29 20:48:24","1"
"0a72c4cpc5lxmgha","Affrontotron","Joe Mason","NULL","AFFRONTOTRON","MASON, JOE","single room","2004-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","NULL","Annoyotron","4","Joke","NULL","2272","NULL","NULL","2007-09-29 00:00:00","","2007-09-29 20:48:24","1"
"9dk9i8tyyp3hjqs8","Un Asunto de Celos","Ángel Ros Campillo","NULL","UN ASUNTO DE CELOS","CAMPILLO, ÁNGEL ROS","Premios Hispanos a la Aventura 2001","2001-01-01 00:00:00","2","Freeware","Inform 6","es","NULL","NULL","NULL","NULL","Educational","NULL","1971","NULL","NULL","2007-09-29 00:00:00","","2007-10-16 01:47:55","1"
"pejw8j7qote04e6m","The Hobbit: The True Story","Fredrik Ramsberg  and Johan Berntsson","Fredrik Ramsberg {ux47mgvwfp2ilefb}  and Johan Berntsson","HOBBIT: THE TRUE STORY, THE","RAMSBERG, FREDRIK; BERNTSSON, JOHAN","dragon,nonhuman protagonist,dragon,nonhuman protagonist,DOS prompt,Middle-earth,fantasy,collaboration,fantasy,nonhuman protagonist,drugs","1993-01-01 00:00:00","director's cut","Shareware","Inform 6","en","A short parody of Melbourne House's game ""The Hobbit"". Can be played from the DOS prompt. Can also be played online at http://www.solvalou.com/misc_hobbit.php","NULL","NULL","NULL","Literary/Tolkienesque/Satire","NULL","104","NULL","NULL","2007-09-29 00:00:00","gy4p10myt2srnjyp","2013-05-12 09:17:07","6"
"rvgl3zto9wbo3pd0","Upwards and Onwards","Jake Wildstrom","Jake Wildstrom {2irqkhujsl5t6ubs}","UPWARDS AND ONWARDS","WILDSTROM, JAKE","SpeedIF January 2003","2003-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","NULL","NULL","2080","NULL","NULL","2007-09-29 00:00:00","2irqkhujsl5t6ubs","2013-01-23 18:37:26","2"
"g4bppjzcsezfuwah","ASCII and the Argonauts","J. Robinson Wheeler","J. Robinson Wheeler {dbp7hrtpao8joatq}","ASCII AND THE ARGONAUTS","WHEELER, J. ROBINSON","SpeedIF March 2003,Xyzzy Awards 2003,dragon,first person,cover art,ancient Greece,pseudo-old-school,retro,XYZZY Best Use of Medium","2003-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","http://ifdb.tads.org/viewgame?coverart&id=g4bppjzcsezfuwah","NULL","NULL","Mythological/Satire","NULL","2081","NULL","NULL","2007-09-29 00:00:00","uxestzeq1ypnu2j6","2016-03-26 21:55:32","6"
"gr0f9vad94p0uyaw","The Invisible Argonaut","Jacqueline A. Lott","Jacqueline A. Lott {prr7qcl8x32lmp1}","INVISIBLE ARGONAUT, THE","LOTT, JACQUELINE A.","SpeedIF March 2003,puzzleless,single room,cover art,Ancient Greece,joke game,mythology,unwinnable","2003-01-01 00:00:00","2","Freeware","Inform 6","en","NULL","http://ifdb.tads.org/viewgame?coverart&id=gr0f9vad94p0uyaw","NULL","NULL","Joke/Mythological","NULL","2083","http://allthingsjacq.com/intfic_invisargo.html","NULL","2007-09-29 00:00:00","uxestzeq1ypnu2j6","2016-03-26 22:04:57","7"
"1abt2lr5s834iwky","jason finds fleece","Gunther Schmidl","NULL","JASON FINDS FLEECE","SCHMIDL, GUNTHER","SpeedIF March 2003,character graphics,dragon,puzzleless,single room,Ancient Greece,no parser,randomized","2003-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","Mythological/Joke/Non-IF game","Merciful","2084","NULL","NULL","2007-09-29 00:00:00","uxestzeq1ypnu2j6","2016-03-26 21:59:26","4"
"wxco53fk2aa4pwm6","Reality's End","Harry Hol","NULL","REALITY'S END","HOL, HARRY","IntroComp 2003","2003-01-01 00:00:00","11","Freeware","Inform 6","en","NULL","NULL","NULL","NULL","NULL","NULL","2059","NULL","NULL","2007-09-29 00:00:00","3wcnay8ie4ajtyrm","2008-12-23 14:31:41","2"
"clc9a8hnvx79pabw","Mystery House","Ken Williams and Roberta Williams","NULL","MYSTERY HOUSE","WILLIAMS, KEN; WILLIAMS, ROBERTA","I6 source available,cover art,Apple II,maze","1980-01-01 00:00:00","1","Freeware","Inform 6","en","NULL","http://ifdb.tads.org/viewgame?coverart&id=clc9a8hnvx79pabw","Hi-Res Adventure","1","Mystery","NULL","150","NULL","NULL","2007-09-29 00:00:00","v7obrtiv1slcrb3s","2012-08-28 10:51:23","5"
"93q1tey7aldthpta","Cubo","Santiago Eximeno","NULL","CUBO","EXIMENO, SANTIAGO","Premios Hispanos a la Aventura 2003","2003-01-01 00:00:00","1","Freeware","Inform 6","es","NULL","NULL","NULL","NULL","NULL","NULL","2247","NULL","NULL","2007-09-29 00:00:00","","2007-10-16 01:47:54","1"
