"xfd9ja2ii1smfmys","3.6","Agent de la Paix Terrestre","FibreTigre","Surreal","http://ifiction.free.fr/speedif/jb_citroen/jb_citroen.z5","My name is Pedro de Andrade Caminha, son of Manuel de Andrade Caminha y Faria e Sousa, and I am Agent of the Earth Peace.

Well, in fact, not at all.

To say the truth, when on this deathbed my father, God bless him, a wealthy landowner in northern portugal, 
bequeathed to me his immense fortune and this shining Citroen SM 1970, he made me swear to be an AGENT OF THE EARTH PEACE, never sell the Citroen, and ... hum ... there was something else, but I've forgotten it right now..."
"j49crlvd62mhwuzu","3.8532","Aisle","Sam Barlow","Slice of life","http://www.ifarchive.org/if-archive/games/zcode/Aisle.z5","""Late Thursday night. You've had a hard day and the last thing you need is this: shopping. Luckily, the place is pretty empty and you're progressing rapidly. On to the next aisle...

<i>Aisle started out as a game which would not need the usual meta-verbs... i.e. a game with only one turn. The initial idea was: How do I make a game with only one turn interesting? Give it lots of endings--in fact there are many 'endings' and (hopefully) every sensible action results in an 'ending'. There is no winning action. There is however more going on than just this and the more endings you see the more things should become clear.</i>"" [--blurb from The Z-Files Catalogue]"
"b2g8je1xxtqzei4u","3.9783","Alabaster","John Cater, Rob Dubbin, Eric Eve, Elizabeth Heller, Jayzee, Kazuki Mishima, Sarah Morayati, Mark Musante, Emily Short, Adam Thornton, Ziv Wities","Fairy tale","http://www.ifarchive.org/if-archive/games/glulx/Alabaster.gblorb","The Queen has told you to return with her heart in a box. Snow White has made you promise to make other arrangements. Now that you're alone in the forest, it's hard to know which of the two women to trust. The Queen is certainly a witch — but her stepdaughter may be something even more horrible...

There are some eighteen possible endings to this fairy tale.

Some of them are even almost happy. 

Alabaster is the result of an experiment in open authorship. Emily Short wrote and released the introduction to the story; John Cater, Rob Dubbin, Eric Eve, Elizabeth Heller, Jayzee, Kazuki Mishima, Sarah Morayati, Mark Musante, Adam Thornton, and Ziv Wities then contributed conversation text. Afterward, the game received further editing to improve continuity and add endings, and Daniel Allington-Krzysztofiak provided illustrations."
"4s7uohdncurgqb0h","3.7395","All Roads","Jon Ingold","Historical/Time Travel","http://www.ifarchive.org/if-archive/games/zcode/russian/AllRoadsR.z5","""Wave a circle round him thrice,
And close your eyes with holy dread
For he on honey-dew hath fed
And drunk the milk of paradise."" 
[--blurb from Competition Aught-One]"
"5e23lnq25gon9tp3","4.1639","All Things Devours","half sick of shadows","Time Travel","http://www.ifarchive.org/if-archive/games/competition2004/zcode/devours/devours.z5","From the game's <B>about</B> command:

""All Things Devours is a short piece of interactive fiction, leaning strongly towards the text-adventure end of the spectrum. It explores an all-too-familiar science fiction paradigm in what I hope is a rather refreshing and satisfying manner. However, due to the intrinsic nature of its subject matter, it is more cruel than one might hope for a modern piece of interactive fiction. In particular, any move you make may put things into an unwinnable state. You are therefore encouraged to save frequently, and also to realise that you will probably have to start over several times to find the most satisfactory ending."""
"x43lndv5htzy38w0","3.8571","An Act of Murder","Christopher Huang","Mystery","http://www.ifarchive.org/if-archive/games/competition2007/zcode/actofmurder/ActofMurder.z8",""
"eztkx2jokgnkpfte","3.4","an apple from nowhere","Brendan Barnwell","Surreal","http://www.ifarchive.org/if-archive/games/glulx/aafn.ulx",""
"op0uw1gn1tjqmjt7","4.6528","Anchorhead","Michael Gentry","Lovecraftian","http://ifarchive.org/if-archive/games/zcode/anchor.z8","From wikipedia:

""It is loosely based on the Cthulhu mythos. Anchorhead takes place in a New England town by the same name that bears a resemblance to Innsmouth, Arkham, and other fictional towns created by H.P. Lovecraft.""

<i>You take a deep breath of salty air as the first raindrops begin to spatter the pavement, and the swollen, slate-colored clouds that blanket the sky mutter ominous portents amongst themselves over the little coastal town of Anchorhead.</i>

<b>Trigger warning:</b> This game contains scenes of graphic violence, as well as references (not graphic, but clearly implied) to spousal abuse, child abuse, and incest. Players who are sensitive to these subjects should approach forewarned."
"ftm9a97w0xt2bzyl","3.375","And a Hippo New Year","Adri (""Erin Gigglecreek"")","fantasy","http://www.ifarchive.org/if-archive/games/zcode/AndAHippoNewYear.z8","'Twas the night before Christmas when all through the house, the only creature stirring was a hippo the size of a mouse.

This game was created for Yuletide 2012, an annual fanfiction exchange. It is based in the world of the House Hippo, a PSA by the Concerned Children's Advertisers. "
"3pbb1qgt5sgiwxpk","3.1429","And the Waves Choke the Wind","Gunther Schmidl","Pirates/Lovecraftian","http://www.ifarchive.org/if-archive/games/competition2000/inform/atwctw/atwctw.z8","""some thing inside of me has opened up its eyes why did you put it there? did you not realize?"" [--blurb from Competition Aught-Zero]"
"qtr168k4p9depk3l","4.1364","Andromeda Apocalypse — Extended Edition","Marco Innocenti","Science Fiction","http://www.ifarchive.org/if-archive/games/competition2012/glulx/andromeda/Andromeda%20Apocalypse.gblorb","Floating in space on a strange vessel, sole survivor of a world... and maybe of the entire human race, Ektor Mastiff must find a way through the cosmos, on a voyage that can change the history of mankind forever.
 

Andromeda Apocalypse is part 2 in the Andromeda Series by Marco Innocenti. The first episode is <a game=""ajzw6jutat2aeqa"">Andromeda Awakening</a>. Although playing the first game is not required, to better understand the story it is highly recommended.
 
Andromeda Awakening, Andromeda Apocalypse, Andromeda Legacy and all of the fictional characters and places depicted in the games are by Marco Innocenti, unless stated otherwise. The cover art, as long as all the other graphic bits distributed along with the games, are by Marco Innocenti.
 
The title song Black Giant was produced by Wade Clarke and is (P) and (C) 2012 Wade Clarke.
 
The character of Gettare Rinors is by Joey Jones and is used with permission.
 
This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License, and can be freely copied, distributed or played in public for non-commercial purposes.
 "
"ajzw6jutat2aeqa","3.6667","Andromeda Awakening - The Final Cut","Marco Innocenti","Science Fiction","http://www.ifarchive.org/if-archive/games/competition2011/zcode/andromeda/original/Andromeda%20Awakening.zblorb","The most important discovery in history. And then, the whole world goes crumbling down. Armed with but a computer and an expired railway ticket, how can one expect to save the day when the doomsday clock has begun ticking...?"
"j1mezrc5u38eeca6","4.1538","Andromeda Dreaming","Joey Jones","Science Fiction","http://www.ifarchive.org/if-archive/games/glulx/AndromedaDreaming.gblorb","Aliss can control her dreams, but will this help her when she's stuck in a galaxy on the brink of destruction?

Winner of the Andromeda Legacy competition 2012, Andromeda Dreaming is in the same setting as <a game=""ajzw6jutat2aeqa"">Andromeda Awakening</a>."
"lrbpmlpsknsgvgem","3.9302","Aotearoa","Matt Wigdahl","","http://www.ifarchive.org/if-archive/games/competition2010/glulx/aotearoa/Aotearoa.gblorb","The Fish of M&#257;ui. The Land of the Long Cloud. Aotearoa. An entire continent of untamed wilds, and the last place on Earth where dinosaurs still roam. If only you'd come ashore under better circumstances..."
"g00y1bqp5mp0d74o","4.0","Ares","Michael Baltes","Science Fiction","http://www.michaelbaltes.com/IF Ares/ARES.gblorb","The space team from Europe is very close to their designated target - the first manned exploration of Mars. But an accident strikes the team and one of the two shuttle pilots discovers that the red planet holds a secret far beyond his imagination. At last he reveals the true objective of his mission.

Ares won first place at the German interactive fiction Grand Prix 2010."
"tu1meismk6t6jih5","3.2143","Ariadne in Aeaea","Victor Ojuel","Historical","http://www.ifarchive.org/if-archive/games/competition2016/Ariadne%20in%20Aeaea/Ariadne%20in%20Aeaea.gblorb","Isle of Aeaea, the eastern Aegean. 3,500 years ago. In the northern wastes, the Achaeans have a new and warlike chieftain. Palace after palace is falling to his armies. On the shores of Crete, the Minoan civilisation awaits at the eve of extinction. At her sanctuary of Aeaea, the cunning Circe struggles to coordinate a political counteroffensive... And somewhere in the sticks, a young Minoan priestess named Ariadne wakes up to a hangover of mythological proportions."
"spmq6auw2ativ5i7","3.4","Attack of the Terror Tabby!!!","Eric Mayer","","http://www.ifarchive.org/if-archive/games/zcode/terror_tabby.z5","""Oh no! The cat's ticking. It must have swallowed a bomb!"""
"bt9tjt1fg2ucbxgc","3.48","Attack of the Yeti Robot Zombies","Øyvind Thorsby","","http://www.ifarchive.org/if-archive/games/zcode/AOTYRZ.z5",""
"cpwktis6qwh9ydn8","4.12","Augmented Fourth","Brian Uri!","Fantasy/Humor","http://www.ifarchive.org/if-archive/games/zcode/Aug4.z8","WANTED: Amateur musicians to serve the Royal Court. Must provide own instrument and be inured to copious constructive criticism. Impress your friends! Meet the King! Apply in person at the Castle, located on the south side of the volcano in sunny Central Papoosen."
"3m133zr3lbppnkgd","3.5","Back to the Future: Marty Quest","George Gipe, Ryan North and Hulk Handsome ","Humor","http://www.ifarchive.org/if-archive/games/zcode/BackToTheFuture-MartyQuest.zblorb","You are Marty McFly, 80s teen! You are stuck in a detention room after school. You need to escape the room otherwise you can’t play in your band for tryouts tonight! The YMCA is counting on you!

Inspired by a blog post by Ryan North, which in turn was inspired by George Gipe's bizarre novelisation (or novelization, if you prefer) of Back to the Future. The original blog post can be found here: 

http://btothef.tumblr.com/post/17319973021/pages-13-15

NOTE: Screenshot not featured in game."
"x6ne0bbd2oqm6h3a","3.6071","Balances","Graham Nelson","Zorkian","http://www.ifarchive.org/if-archive/games/zcode/Balances.z5","""A homage to Infocom's Enchanter Trilogy, at the same time showing some of the things that Inform is capable of doing."" [--blurb from The Z-Files Catalogue]"
"annp0nwttzb4jhcb","3.1875","Baluthar","Chris Molloy Wischer","Horror","http://www.ifarchive.org/if-archive/games/competition2003/zcode/baluthar/baluthar.z5",""
"iwnjysclklhi1zwn","3.3462","Beet the Devil","Carolyn VanEseltine","","http://www.ifarchive.org/if-archive/games/competition2011/glulx/beet/Beet%20the%20Devil.gblorb","Your dog is gone. She must be brought. You have a beet (and some other vegetables)."
"q8y5zup88c9hu499","3.5208","Being Andrew Plotkin","J. Robinson Wheeler","Screen/Satire","http://www.ifarchive.org/if-archive/games/competition2000/inform/bap/bap.z5","""Zarf? you think to yourself. Could it be? The one and only Zarf? Xyzzy Award winner? IF Competition winner? The mighty Inscruitable One?

Gosh. What it must be like to be Zarf...

You begin to crawl forward, the tunnel floor oozing and pliable under your knees and palms. The secret door bangs shut and disappears. The tunnel begins to shiver, and from up ahead a roar like a waterfall issues from the darkness.""
[--blurb from Competition Aught-Zero]"
"t1egxcvjz5pcm0xq","3.5833","Best of Three","Emily Short","Slice of life","http://www.ifarchive.org/if-archive/games/competition2001/glulx/Bestof3/Bestof3.blb",""
"80s6vtj6yjwmt7sn","3.8649","Beyond","Roberto Grassi, Paolo Lucchesi, and Alessandro Peretti","Mystery","http://www.ifarchive.org/if-archive/games/competition2005/glulx/beyond/beyond.blb","A mysterious death, a secret to be revealed… and someone who wants to know the truth, at any cost.
<p>
<i>“Oh, another nice question… Well, look at the glass boxes… look inside them… Many say that the answer is inside yourself. WRONG, my dear. I always say that the answer is inside a glass box. Or… let’s say… a yellow bag. But, unfortunately, we don’t have any yellow bag at the moment…”</i>"
"h9x354wyakeeanik","3.6471","Bigger Than You Think","Andrew Plotkin","Adaptation","http://www.ifarchive.org/if-archive/games/glulx/btyt.gblorb","Bigger Than You Think is a choice-based interactive narrative.

This game was written for the Yuletide 2012 fanfic exchange. The game was inspired -- perhaps loosely -- by Randall Munroe's comic xkcd-1110: ""Click and Drag"". The touch of Calvino is purely for added flavor.
"
"uva1vc6ico5u65zg","3.7976","Blue Chairs","Chris Klimas","Surreal","http://www.ifarchive.org/if-archive/games/competition2004/zcode/bluechairs/bluechairs.z5",""
"pzq8hv3aq3yplc9x","3.5714","Body Bargain","Amanda Lange","Horror","http://www.ifarchive.org/if-archive/games/competition2012/zcode/body/Body%20Bargain.zblorb","Your surgery went very well. But you couldn't really afford it... 

Be aware that this is a work of horror.

This game involves situations that may be violent, distressing, disturbing, or triggering. 

This game may involve positive interactions with a violent sociopath. The game may involve elements of coercion and powerlessness. The game is not sexually explicit but does involve some adult language and potentially dark imagery.

The tone this work will take about grim situations is fairly clinical. If any of these things sound like they will upset you, I would advise you not to play.

To the rest of you: enjoy!
"
"timl7wld6zp9otsf","3.6923","Book and Volume","Nick Montfort","Science Fiction","http://www.ifarchive.org/if-archive/games/zcode/bookvol.z5",""
"f55km4uutt2cqwwz","4.2778","Brain Guzzlers from Beyond!","Steph Cherrywell","","http://www.ifarchive.org/if-archive/games/glulx/Brain_Guzzlers_from_Beyond%21.gblorb","You are Bonnie Noodleman, Ordinary Well-Adjusted Teen-Ager, on an ordinary well-adjusted drive up Make-Out Mountain--until some gooey monstrosity from beyond the stars guzzles your boyfriend's brains clean out of his head! Jeepers, what a pickle! Can you convince the townsfolk you're not koo-koo, or is your thinker next on the alien menu?

Explore beautiful Canyonville, New Mexico, at the height of the 1959 Pine Nut Days festival, interact with a full cast of NPCs, perform beat poetry, tamper with baked goods, use hideously powerful space weapons to win cheap carnival trinkets, and try to avoid getting a Reputation!"
"y7j3nudckw62a7uo","3.6667","Briar","Hanon Ondricek","Pornographic, Fantasy","http://www.ifarchive.org/if-archive/games/glulx/Briar.gblorb","You are young, dumb, and full of hope for the future; on a secret quest that may change your life forever!  Or it may end in death and utter humliation.  Good thing you're not really all that bright.  

This is an adult fairy-tale encounter for grown-ups.  It contains explicit descriptions of sexual behavior, attitudes, and deviancy that may not be suitable for all readers.  Discretion is advised.

2nd Place, 2013 AIF Mini-Comp"
"ii0k5l53vhghqyh6","3.5","Broken Legs","Sarah Morayati","","http://www.ifarchive.org/if-archive/games/competition2009/glulx/broken/Broken%20Legs.gblorb","A blurb? They expect you to write? You're Lottie Plum so you're not going into writing. You sing. And dance and act up a storm while everyone else can only manage a puddle. You belong at Bridger. No matter what it takes."
"9p8kh3im2j9h2881","4.2841","Bronze","Emily Short","Fantasy","http://www.ifarchive.org/if-archive/games/zcode/Bronze.zblorb","When the seventh day comes and it is time for you to return to the castle in the forest, your sisters cling to your sleeves."
"kc6qs3ene5morvlm","3.5714","Brume","Rémi Verschelde (Akien)","","http://ifiction.free.fr/concours2008/brume/brume.z8","A small game that won the French IF Comp 2008, in which you have to find the exit of an unknown room... but you wake up in some kind of altered state if I may say so...

The emphasis has been set on the environment, the general ambiance and perceptions of the player, more than on the enigmas which remain quite simple."
"ay0yfjdivax1m40e","3.1579","Byzantine Perspective","Lea Albaugh","","http://www.ifarchive.org/if-archive/games/competition2009/zcode/byzantine/byzantine_perspective.zblorb","Your task is simple enough. Just nab the chalice."
"r19zeypqcr684muu","3.5625","Cana According To Micah","Christopher Huang (as Rev. Stephen Dawson)","","http://www.ifarchive.org/if-archive/games/competition2011/zcode/cana/Cana.z8","Being an account of the wedding at Cana, by the servant Micah; in which further details, doubtlessly apocryphal, are given of the event, including his contention with a surly Baptist, an interfering orphan, and a proliferation of women named Mary."
"8u5me2jkkw3icqa9","3.2692","Captain Verdeterre's Plunder","Ryan Veeder","","http://www.ifarchive.org/if-archive/games/competition2013/glulx/plunder/Captain%20Verdeterre%27s%20Plunder.gblorb","You should carry the bag. I'm more of a delegator."
"roat42rowc7i8s2w","3.6","Carma","Marnie Parker","Humor","http://www.ifarchive.org/if-archive/games/competition2001/glulx/carma/carma.blb","""A Glulx Inform romp (with graphics and music)."" [--blurb from Competition Aught-One]"
"bw3bnlf4ho8gqq1v","3.6842","Castle of the Red Prince","C.E.J. Pacian","Fantasy","http://www.ifarchive.org/if-archive/games/zcode/CastleOfTheRedPrince.zblorb","Welcome to Amaranth, foreigner. The Red Prince haunts your dreams, you say? If you want to overthrow our tyrant, you’ll need to consider this whole blighted land at once.

(Castle of the Red Prince is a small text adventure with a different perspective on how locations can work in a parser game.)"
"b6tooi55yp4op4qp","3.5556","Castronegro Blues","Marshal Tenner Winter","Mystery, Horror, Humor","http://www.ifarchive.org/if-archive/games/glulx/CastronegroBlues.gblorb","You listen to the dame on the other end of the phone as she finishes her plight.  ""My brother has gone missing.  I want you to find him.""  You promised yourself a vacation, but this broad sounds a bit dishy.  Maybe one more case before your vacation won't be too much of a bother. . .

This game is a loose sequel to <a game=""qnctd1t1exifgwsi"">The Surprising Case of Brian Timmons</a>"
"dr348zvp8be8ac0","4.0","Catapole","Adrien Saurat","","http://ifiction.free.fr/concours2009/catapole/catapole.z5",""
"3q8lfs4x52le1vu0","3.375","Changes","David Given","Science Fiction","http://www.ifarchive.org/if-archive/games/competition2012/zcode/changes/Changes.z8",""
"rqpt1xqds7red6zm","3.3333","Chapter Zero: Welcome to Cicada Creek","P. F. Sheckarski","Horror","http://www.ifarchive.org/if-archive/games/zcode/StormCellar0.zblorb","A tornadic storm brews outside an economically faltering town in the Great Plains as a traveling outsider attempts to unravel the town's mysteries. This is Chapter Zero (of 8). Further chapters will be released episodically as they are completed. An earlier version of this chapter was awarded second place in IntroComp 2008."
"8np0gcwu470mojgt","3.25","Cheeseshop","David Welbourn","Screen/Humor","http://www.ifarchive.org/if-archive/games/zcode/cheeseshop.z5","An interactive re-creation of Monty Python’s Cheeseshop sketch, where you try to buy some cheese."
"6a23xff9er4s83pl","3.9762","Child's Play","Stephen Granade","Humor/Slice of life","http://www.ifarchive.org/if-archive/games/zcode/ChildsPlay.zblorb","It is playgroup day and playgroup day is normally a good day but ever since that little red-haired girl started coming she always wants your toys.

She shouldn't get your toys.

You tried telling the mom this but she doesn't understand you. She mostly ignored you but then she just shoved a pacifier in your mouth and changed your diaper.

Child's Play was an entry in the 2006 Introcomp, where it took second place. The complete version was released on the 31st of December 2007."
"fylzkxxyxjvoya6","4.1481","Chlorophyll","Steph Cherrywell","","http://www.ifarchive.org/if-archive/games/glulx/chlorophyll.gblorb",""
"fq26p07f48ckfror","4.0725","Christminster","Gareth Rees","Collegiate/Mystery","http://www.ifarchive.org/if-archive/games/zcode/minster.z5","""When your brother Malcolm sends you a telegram inviting you to visit him at Biblioll College in the ancient university town of Christminster, you imagine that the mysterious `discovery' he alludes to is nothing more than some esoteric bit of chemistry, and that you'll have a pleasant day out in beautiful surroundings. But when you get to Christminster, nothing is as you expect. Where has Malcolm vanished to? What are the unpleasant Doctor Jarboe and the positively repulsive Professor Bungay up to? And what do long-forgotten alchemical treatises have to do with the modern day?"" [--blurb from The Z-Files Catalogue]"
"dq3eassmlo34txlm","3.25","Citronille","Samuel Verschelde","Humor, treasure hunt","http://ifiction.free.fr/telechargement/stormi/citronille/citronille.z8","""Ah, la vie de grenouille"", pensez-vous. ""Patauger sur le bord de la mare en attendant les insectes qui viennent spontanément nous nourrir, se détendre en nageant, se dorer au soleil... Tiens, mais voilà justement une petite libellule !"" 
Vous lancez votre langue autrefois précise, quand vous n'étiez pas encore myope comme une taupe, vers l'insecte, mais ce dernier esquive avec une vivacité surprenante !

""Ça ne va pas ?"" lance l'insecte. ""Depuis quand les grenouilles tentent-elles de dévorer les petites fées de passage ?"" Et avant que vous ne puissiez répondre, un coup de baguette magique vous inflige une punition sévère..."
"a746d3agtfizlx0x","3.9545","Color the Truth","mathbrush","Mystery","http://www.ifarchive.org/if-archive/games/glulx/Color_the_Truth.gblorb","Rosalita Morales is dead, and you have to figure out who did it. The four people closest to her had the motive and the means: her partner, her secretary, her ex-husband, and her sister. Re-live their memories of Rosalita's last days to discover what really happened. But be careful: Everyone has something to hide, and everyone will Color the Truth.

Color the Truth is conversation-based murder mystery game that takes roughly 2 hours to finish. It is designed to be accessible to players who have never tried parser games, and comes with adaptive hints accessible by typing HINT."
"g0fl99ovcrq2sqzk","4.3898","Coloratura","Lynnea Glasser","","http://www.ifarchive.org/if-archive/games/competition2013/glulx/coloratura/Coloratura.gblorb","Stolen away by apathetic Blind Ones, your only desire is to return to your Cellarium and the Song of the Universe. They should understand. You shall make them to understand."
"lb2hf5pqx68wbqhh","3.0182","Conan Kill Everything","Ian Haberkorn","Fantasy/Humor","http://www.ifarchive.org/if-archive/games/zcode/ConanKillEverything.z5",""
"rl2xdcgxy0t66x9j","3.2353","Constraints","Martin Bays","Surreal","http://www.ifarchive.org/if-archive/games/competition2002/zcode/constraints/constraints.z5",""
"zn2fmsu8qq95lbf6","3.6667","Countdown to Doom","Peter D. Killworth","Science Fiction/Time Travel","http://www.ifarchive.org/if-archive/games/zcode/CtDoom.z5",""
"aearuuxv83plclpl","4.7681","Counterfeit Monkey","Emily Short","Espionage","http://www.ifarchive.org/if-archive/games/glulx/CounterfeitMonkey.gblorb","Anglophone Atlantis has been an independent nation since an April day in 1822, when a well-aimed shot from their depluralizing cannon reduced the British colonizing fleet to one ship.

Since then, Atlantis has been the world's greatest center for linguistic manipulation, designing letter inserters, word synthesizers, the diminutive affixer, and a host of other tools for converting one thing to another. Inventors worldwide pay heavily for that technology, which is where a smuggler and industrial espionage agent such as yourself can really clean up.

Unfortunately, the Bureau of Orthography has taken a serious interest in your activities lately. Your face has been recorded and your cover is blown.

Your remaining assets: about eight more hours of a national holiday that's spreading the police thin; the most inconvenient damn disguise you've ever worn in your life; and one full-alphabet letter remover. 

Good luck getting off the island. "
"wtiyhpysbkp7ajg5","3.125","Cry Wolf","Clare Parker","","http://www.ifarchive.org/if-archive/games/competition2008/glulx/cry/Cry%20Wolf.ulx","You are awoken, startled by a sound in the night. Still bleary from dreams, you turn on the light to chase away the shadows. But there, beyond the safety of your room, something moves in the darkness. It is long past midnight, and a wolf is at your door. [blurb from IF Comp 2008]"
"4qfjt6y5pkan2220","4.0","Crystal and Stone Beetle and Bone","Jenny Brennan","Fantasy","http://www.ifarchive.org/if-archive/games/zcode/csbb.z8","You are God! The last God and Lornedei is your only true believer. You need her to stand against the coming dark. Can you guide her? Will she follow?"
"plvzam05bmz3enh8","4.0645","Curses!","Graham Nelson","Haunted House/Historical/Travel/Time Travel","http://mirror.ifarchive.org/if-archive/games/zcode/curses.z5","""As ""Curses"" opens, you're hunting about in the attic of your family home, looking for a tatty old map of Paris (you're going on holiday tomorrow) and generally trying to avoid all the packing. Aunt Jemima is potting daisies and sulking; the attics are full of endless distractions and secrets; Greek myths, horoscopes, sixth-century politics, a less than altogether helpful demon, a mysterious bomb plot, photography, ritual, poetry and a dream or two all get in your way; and somehow you keep being reminded of your family through the ages, and all its Curses... ...could it be that even you are Cursed?""
[--blurb from The Z-Files Catalogue]"
