"14qjb3ersoyn4efx","http://www.ifarchive.org/if-archive/games/competition2012/glulx/headache/headache.gblorb","","d5d81b358af4215cd5907e66fca1e544d095a43fc57542eb2409ba16b53a43ca","A Killer Headache.gblorb","en","","3.2941","A Killer Headache","Mike Ciul","Horror / Zombie","1349289649000","0","0","0","0","The apocalypse is over. The human race lost. You're hungry. And you have a hell of a headache.

Discretionary warning: This game is violent, scatological, and eschatological."
"wj5c5rcrv1xbhssk","http://www.ifarchive.org/if-archive/games/competition2005/zcode/goblin/goblin.z5","","d1807686a2b52518857699e463673adc9a43725d82abd6df7a16a923b7139a86","A New Life.z5","en","","3.3333","A New Life","A O Muniz","Fantasy","1191038400000","0","0","0","0",""
"rsjzz9w60k6o6od4","http://www.ifarchive.org/if-archive/games/zcode/ats.z8","","94202210362ed80a851b1fd06a536f7e8b2d33c8f78c05c6e4f6caf5cb832372","A Tight Spot.z8","en","","4.3333","A Tight Spot","Quim K. Holland","Non-IF game","1191038400000","0","0","0","0",""
"r1ayxo348ij7uk8p","http://ifwizz.de/pub/games/g000376/abstmom.zblorb","","0d5c6aceddc1df541b227d99a3eb464be531ec353753a6588683f663c1808d1d","Absturzmomente__de.zblorb","de","","3.3333","Absturzmomente","Jörg Rosenbauer","Slice of life","1274729906000","0","0","0","0","You climb a mountain without any equipment and plunge down into the depths. The free fall ends in a pact with a voice from beyond: To spare your life you have to save some person's life. Henceforth, you have to prevent a murder in a house without being able to directly intervene into the action. »Absturzmomente« scored the fourth place in the German interactive fiction Grand Prix 2010.

The author's website for the game, including download of the babelized story file, is <a href=""http://tb44w.tipido.net/if0.html"">here</a> (used hosting service doesn't allow hotlinking)."
"a64jwvfed5vdsrcq","http://www.ifarchive.org/if-archive/games/competition2007/zcode/across/across.z8","","4efd9de773a47ccd49faea50ee59c4d9a91be8ff879ae3095fbeebf489b7f9e0","Across The Stars: The Ralckor Incident.z8","en","","3.5417","Across The Stars: The Ralckor Incident","Dark Star and Peter Mattsson","Science Fiction","1193161185000","0","0","0","0","In the year 5367 IR, humanity is well established throughout the galaxy. It has been over twenty-thousand years since the Zal'tacs passed through our solar system, trading their technology for our food and resources.

Lucius Winterson, the Eurmerican ambassador delegated to greet the aliens, was so successful in his mission that he eventually became Earth's sole representative on the Zal'tac Council. In return, he acquired personal technology that has kept him alive throughout the millennia, creating an Empire in the process, the Xulthe'en Empire.

In Across The Stars, you serve the Xulthe'en Empire aboard a deep-space transport. Adjusting to your lifestyle hasn't been easy though, your berth is small and cramped and the twelve-and-a-half-hour shifts are long. The Captain even gave you an extra week of duty for not having your uniform property squared away. In a place this small, you're beginning to wonder if you have what it takes to serve the Empire. 

Set off on a new adventure, as you travel Across The Stars."
"xi4s5ne9m6w821xd","http://www.ifarchive.org/if-archive/games/zcode/adverbum.z5","","9a2a3899e487f13b1583194c7231d685eb391c8ea0ebfa2ea6f174554b365aff","Ad Verbum.z5","en","","3.9519","Ad Verbum","Nick Montfort","Humor/Wordplay","1191038400000","0","0","0","0","""With the cantankerous Wizard of Wordplay evicted from his mansion, the worthless plot can now be redeveloped. The city regulations declare, however, that the rip-down job can't proceed until all the items within had been removed.

As an adventurer hired by the demolitions contractor to kleptomaniacially clear out this mansion, you must engage in wordplay in order to gather all the items inside. It is not necessary to think of puns, cliches, or homonyms, however, as has been the case with previous logological interactive fiction. The puzzles in Ad Verbum are of a different -- and perhaps even unique -- nature."" [--blurb from Competition Aught-Zero]"
"epl4q2933rczoo9x","http://www.ifarchive.org/if-archive/games/competition2008/zcode/afflicted/afflicted.z8","","5c3da938c7abde6a8a79d05c3b5e56bbfc5e905be65ef12ab0d6e78619527ca4","Afflicted.z8","en","","3.5278","Afflicted","Doug Egan","Horror","1223659444000","0","0","0","0","This isn't the safest neighborhood. A young woman was abducted near here only recently. But as a city sanitarian you are obligated to complete your annual inspection of the local dive. [blurb from IF Comp 2008]"
"xfd9ja2ii1smfmys","http://ifiction.free.fr/speedif/jb_citroen/jb_citroen.z5","","8c790e24fdb6c6f198007bfdd5c3a71c504039de0b1c2f2600f2bad1e86ed3bc","Agent de la Paix Terrestre__fr.z5","fr","","3.6","Agent de la Paix Terrestre","FibreTigre","Surreal","1212821178000","0","0","0","0","My name is Pedro de Andrade Caminha, son of Manuel de Andrade Caminha y Faria e Sousa, and I am Agent of the Earth Peace.

Well, in fact, not at all.

To say the truth, when on this deathbed my father, God bless him, a wealthy landowner in northern portugal, 
bequeathed to me his immense fortune and this shining Citroen SM 1970, he made me swear to be an AGENT OF THE EARTH PEACE, never sell the Citroen, and ... hum ... there was something else, but I've forgotten it right now..."
"j49crlvd62mhwuzu","http://www.ifarchive.org/if-archive/games/zcode/Aisle.z5","","0fcd6d0056b47e140d579424f897354a9c92b2f5adc00d626a4fadb67b4bec38","Aisle.z5","en","","3.8604","Aisle","Sam Barlow","Slice of life","1191038400000","0","0","0","0","""Late Thursday night. You've had a hard day and the last thing you need is this: shopping. Luckily, the place is pretty empty and you're progressing rapidly. On to the next aisle...

<i>Aisle started out as a game which would not need the usual meta-verbs... i.e. a game with only one turn. The initial idea was: How do I make a game with only one turn interesting? Give it lots of endings--in fact there are many 'endings' and (hopefully) every sensible action results in an 'ending'. There is no winning action. There is however more going on than just this and the more endings you see the more things should become clear.</i>"" [--blurb from The Z-Files Catalogue]"
"b2g8je1xxtqzei4u","http://www.ifarchive.org/if-archive/games/glulx/Alabaster.gblorb","","7bdd1c6db3bea89e6744df5f08d5e34167a30d5e3222d2ee481e05d11d988446","Alabaster.gblorb","en","","3.9783","Alabaster","John Cater, Rob Dubbin, Eric Eve, Elizabeth Heller, Jayzee, Kazuki Mishima, Sarah Morayati, Mark Musante, Emily Short, Adam Thornton, Ziv Wities","Fairy tale","1244203412000","0","0","0","0","The Queen has told you to return with her heart in a box. Snow White has made you promise to make other arrangements. Now that you're alone in the forest, it's hard to know which of the two women to trust. The Queen is certainly a witch — but her stepdaughter may be something even more horrible...

There are some eighteen possible endings to this fairy tale.

Some of them are even almost happy. 

Alabaster is the result of an experiment in open authorship. Emily Short wrote and released the introduction to the story; John Cater, Rob Dubbin, Eric Eve, Elizabeth Heller, Jayzee, Kazuki Mishima, Sarah Morayati, Mark Musante, Adam Thornton, and Ziv Wities then contributed conversation text. Afterward, the game received further editing to improve continuity and add endings, and Daniel Allington-Krzysztofiak provided illustrations."
"4s7uohdncurgqb0h","http://www.ifarchive.org/if-archive/games/zcode/AllRoads.z5","","f61a758243bb2f115552d2b0404eabbf8f8e02a2f52b71fc2781ca25fc627516","All Roads.z5","en","","3.7355","All Roads","Jon Ingold","Historical/Time Travel","1191038400000","0","0","0","0","""Wave a circle round him thrice,
And close your eyes with holy dread
For he on honey-dew hath fed
And drunk the milk of paradise."" 
[--blurb from Competition Aught-One]"
"5e23lnq25gon9tp3","http://www.ifarchive.org/if-archive/games/zcode/devours.z5","","a0b0569c2f57a975f868242b9a1dfe400a75e6aef92d5480eb51c81a3150eb37","All Things Devours.z5","en","","4.1719","All Things Devours","half sick of shadows","Time Travel","1191038400000","0","0","0","0","From the game's <B>about</B> command:

""All Things Devours is a short piece of interactive fiction, leaning strongly towards the text-adventure end of the spectrum. It explores an all-too-familiar science fiction paradigm in what I hope is a rather refreshing and satisfying manner. However, due to the intrinsic nature of its subject matter, it is more cruel than one might hope for a modern piece of interactive fiction. In particular, any move you make may put things into an unwinnable state. You are therefore encouraged to save frequently, and also to realise that you will probably have to start over several times to find the most satisfactory ending."""
"x43lndv5htzy38w0","http://www.ifarchive.org/if-archive/games/competition2007/zcode/actofmurder/ActofMurder.z8","","4173b147c144abf175217a4816394c8053bb393406ae4b512b46cdef1118bb2a","An Act of Murder.z8","en","","3.8571","An Act of Murder","Christopher Huang","Mystery","1193094306000","0","0","0","0",""
"eztkx2jokgnkpfte","http://www.ifarchive.org/if-archive/games/glulx/aafn.ulx","","e7894855e3d36232ec05b3b54836ce58479cea812646fa75c2b43bab04eab196","an apple from nowhere.ulx","en","","3.4","an apple from nowhere","Brendan Barnwell","Surreal","1191038400000","0","0","0","0",""
"op0uw1gn1tjqmjt7","http://ifarchive.org/if-archive/games/zcode/anchor.z8","","c2f28a4ddd9367c260946926a33c73a4b0cc38b1f327646cc1202182a28a10ff","Anchorhead.z8","en","","4.6554","Anchorhead","Michael Gentry","Lovecraftian","1191038400000","0","0","0","0","From wikipedia:

""It is loosely based on the Cthulhu mythos. Anchorhead takes place in a New England town by the same name that bears a resemblance to Innsmouth, Arkham, and other fictional towns created by H.P. Lovecraft.""

<i>You take a deep breath of salty air as the first raindrops begin to spatter the pavement, and the swollen, slate-colored clouds that blanket the sky mutter ominous portents amongst themselves over the little coastal town of Anchorhead.</i>

<b>Trigger warning:</b> This game contains scenes of graphic violence, as well as references (not graphic, but clearly implied) to spousal abuse, child abuse, and incest. Players who are sensitive to these subjects should approach forewarned."
"ftm9a97w0xt2bzyl","http://www.ifarchive.org/if-archive/games/zcode/AndAHippoNewYear.z8","","fec6a9b596ff1d710084c41377f0c7299b05a832eb9d44ae351e6d2f67aa7221","And a Hippo New Year.z8","en","","3.375","And a Hippo New Year","Adri (""Erin Gigglecreek"")","fantasy","1357234897000","0","0","0","0","'Twas the night before Christmas when all through the house, the only creature stirring was a hippo the size of a mouse.

This game was created for Yuletide 2012, an annual fanfiction exchange. It is based in the world of the House Hippo, a PSA by the Concerned Children's Advertisers."
"3pbb1qgt5sgiwxpk","http://www.ifarchive.org/if-archive/games/competition2000/inform/atwctw/atwctw.z8","","6e22d24f326ed8203bd1cdc2d8da702ab6565251bd2b9aa362eee65419959239","And the Waves Choke the Wind.z8","en","","3.1429","And the Waves Choke the Wind","Gunther Schmidl","Pirates/Lovecraftian","1191038400000","0","0","0","0","""some thing inside of me has opened up its eyes why did you put it there? did you not realize?"" [--blurb from Competition Aught-Zero]"
"qtr168k4p9depk3l","http://www.ifarchive.org/if-archive/games/glulx/AndromedaApocalypse-Extended.gblorb","","038b1d531ce7144c4782ed191999c9f54828b52768fb9f3dd3a7189ecc32aec7","Andromeda Apocalypse — Extended Edition.gblorb","en","","4.1739","Andromeda Apocalypse — Extended Edition","Marco Innocenti","Science Fiction","1353106430000","0","0","0","0","Floating in space on a strange vessel, sole survivor of a world... and maybe of the entire human race, Ektor Mastiff must find a way through the cosmos, on a voyage that can change the history of mankind forever.
 

Andromeda Apocalypse is part 2 in the Andromeda Series by Marco Innocenti. The first episode is <a game=""ajzw6jutat2aeqa"">Andromeda Awakening</a>. Although playing the first game is not required, to better understand the story it is highly recommended.
 
Andromeda Awakening, Andromeda Apocalypse, Andromeda Legacy and all of the fictional characters and places depicted in the games are by Marco Innocenti, unless stated otherwise. The cover art, as long as all the other graphic bits distributed along with the games, are by Marco Innocenti.
 
The title song Black Giant was produced by Wade Clarke and is (P) and (C) 2012 Wade Clarke.
 
The character of Gettare Rinors is by Joey Jones and is used with permission.
 
This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported License, and can be freely copied, distributed or played in public for non-commercial purposes."
"ajzw6jutat2aeqa","http://ifarchive.org/if-archive/games/glulx/Androm_Aw_FC.gblorb","","fed5819d09ae8708e3ea3c9ddf3db9fa47bfa0732586050d161f6e0796249605","Andromeda Awakening - The Final Cut.gblorb","en","","3.6774","Andromeda Awakening - The Final Cut","Marco Innocenti","Science Fiction","1319488671000","0","0","0","0","The most important discovery in history. And then, the whole world goes crumbling down. Armed with but a computer and an expired railway ticket, how can one expect to save the day when the doomsday clock has begun ticking...?"
"j1mezrc5u38eeca6","http://www.ifarchive.org/if-archive/games/glulx/AndromedaDreaming.gblorb","","75def2593244586bc95e7af24d54c88e40515b37708b19bdfd19e0eacfacd801","Andromeda Dreaming.gblorb","en","","4.1538","Andromeda Dreaming","Joey Jones","Science Fiction","1342332002000","0","0","0","0","Aliss can control her dreams, but will this help her when she's stuck in a galaxy on the brink of destruction?

Winner of the Andromeda Legacy competition 2012, Andromeda Dreaming is in the same setting as <a game=""ajzw6jutat2aeqa"">Andromeda Awakening</a>."
"lrbpmlpsknsgvgem","http://www.ifarchive.org/if-archive/games/competition2010/glulx/aotearoa/Aotearoa.gblorb","","59d4b800e93d8e79dd8f8c32b192caf47ded2185691f7e9d525e6acd6c2376cf","Aotearoa.gblorb","en","","3.8864","Aotearoa","Matt Wigdahl","Children's","1286069276000","0","0","0","0","The Fish of M&#257;ui. The Land of the Long Cloud. Aotearoa. An entire continent of untamed wilds, and the last place on Earth where dinosaurs still roam. If only you'd come ashore under better circumstances..."
"g00y1bqp5mp0d74o","http://www.michaelbaltes.com/IF Ares/ARES.gblorb","","2b37bccbb0866c2dddaeb7c2b9b276f85f971a46b695da6caf4b43ae0ecf3058","Ares__de.gblorb","de","","4.0","Ares","Michael Baltes","Science Fiction","1274709531000","0","0","0","0","The space team from Europe is very close to their designated target - the first manned exploration of Mars. But an accident strikes the team and one of the two shuttle pilots discovers that the red planet holds a secret far beyond his imagination. At last he reveals the true objective of his mission.

Ares won first place at the German interactive fiction Grand Prix 2010."
"tu1meismk6t6jih5","http://www.ifarchive.org/if-archive/games/competition2016/Ariadne%20in%20Aeaea/Ariadne%20in%20Aeaea.gblorb","","7a42eba9c10ab80754a488efc2e44cd15545fb990481b286b223ebac269e371e","Ariadne in Aeaea.gblorb","en","","3.2143","Ariadne in Aeaea","Victor Ojuel","Historical","1475358050000","0","0","0","0","Isle of Aeaea, the eastern Aegean. 3,500 years ago. In the northern wastes, the Achaeans have a new and warlike chieftain. Palace after palace is falling to his armies. On the shores of Crete, the Minoan civilisation awaits at the eve of extinction. At her sanctuary of Aeaea, the cunning Circe struggles to coordinate a political counteroffensive... And somewhere in the sticks, a young Minoan priestess named Ariadne wakes up to a hangover of mythological proportions."
"spmq6auw2ativ5i7","http://www.ifarchive.org/if-archive/games/zcode/terror_tabby.z5","","d3c02a932492a2ad7e4527a11f84e8c6a012843caaacb044a8c491ae5b4ec151","Attack of the Terror Tabby!!!.z5","en","","3.4","Attack of the Terror Tabby!!!","Eric Mayer","","1213727946000","0","0","0","0","""Oh no! The cat's ticking. It must have swallowed a bomb!"""
"bt9tjt1fg2ucbxgc","http://www.ifarchive.org/if-archive/games/zcode/AOTYRZ.z5","","8c64265e12a69be26b7827b5c0f9f25e3f805ef557fc2a586bb44f27e2353129","Attack of the Yeti Robot Zombies.z5","en","","3.48","Attack of the Yeti Robot Zombies","Øyvind Thorsby","Humor","1191038400000","0","0","0","0",""
"cpwktis6qwh9ydn8","http://www.ifarchive.org/if-archive/games/zcode/Aug4.z8","","5283941f98632ecc581bbdf6a7d8b2f2c00f9071faecd1aae49c6bb91061c225","Augmented Fourth.z8","en","","4.1373","Augmented Fourth","Brian Uri!","Fantasy/Humor","1191038400000","0","0","0","0","WANTED: Amateur musicians to serve the Royal Court. Must provide own instrument and be inured to copious constructive criticism. Impress your friends! Meet the King! Apply in person at the Castle, located on the south side of the volcano in sunny Central Papoosen."
"3m133zr3lbppnkgd","http://www.ifarchive.org/if-archive/games/zcode/BackToTheFuture-MartyQuest.zblorb","","9cb33ac210c9b5831ee935df82287ed2dad18e0fcdb3d03a9cc284d8968e62e3","Back to the Future: Marty Quest.zblorb","en","","3.4","Back to the Future: Marty Quest","George Gipe, Ryan North and Hulk Handsome","Humor","1335366616000","0","0","0","0","You are Marty McFly, 80s teen! You are stuck in a detention room after school. You need to escape the room otherwise you can’t play in your band for tryouts tonight! The YMCA is counting on you!

Inspired by a blog post by Ryan North, which in turn was inspired by George Gipe's bizarre novelisation (or novelization, if you prefer) of Back to the Future. The original blog post can be found here: 

http://btothef.tumblr.com/post/17319973021/pages-13-15

NOTE: Screenshot not featured in game."
"x6ne0bbd2oqm6h3a","http://www.ifarchive.org/if-archive/games/glulx/balances.blb","","254aa512f7d75115f98636a24e85db6f918d8e6dc512cb57bf822a905e84ff9b","Balances.gblorb","en","","3.5862","Balances","Graham Nelson","Zorkian","1191038400000","0","0","0","0","""A homage to Infocom's Enchanter Trilogy, at the same time showing some of the things that Inform is capable of doing."" [--blurb from The Z-Files Catalogue]"
"annp0nwttzb4jhcb","http://www.ifarchive.org/if-archive/games/competition2003/zcode/baluthar/baluthar.z5","","a75e55f3da2539bb3b6cf3ec72f92a5757ce0c4e1630c159c6476617f53f81e6","Baluthar.z5","en","","3.1875","Baluthar","Chris Molloy Wischer","Horror","1191038400000","0","0","0","0",""
"iwnjysclklhi1zwn","http://www.ifarchive.org/if-archive/games/competition2011/glulx/beet/Beet%20the%20Devil.gblorb","","06847e28b71d2cca03fe38ac43a69ed6908ecec5a3d1802a7179fa57662a6a5a","Beet the Devil.gblorb","en","","3.3704","Beet the Devil","Carolyn VanEseltine","","1319489430000","0","0","0","0","Your dog is gone. She must be brought. You have a beet (and some other vegetables)."
"q8y5zup88c9hu499","http://www.ifarchive.org/if-archive/games/zcode/BeingAndrewPlotkin.zblorb","","3cad2e38a4c6e76f6add7283b65b044e5df9f0fa84bdeb75250517ea6ef999a1","Being Andrew Plotkin.zblorb","en","","3.5208","Being Andrew Plotkin","J. Robinson Wheeler","Screen/Satire","1191038400000","0","0","0","0","""Zarf? you think to yourself. Could it be? The one and only Zarf? Xyzzy Award winner? IF Competition winner? The mighty Inscruitable One?

Gosh. What it must be like to be Zarf...

You begin to crawl forward, the tunnel floor oozing and pliable under your knees and palms. The secret door bangs shut and disappears. The tunnel begins to shiver, and from up ahead a roar like a waterfall issues from the darkness.""
[--blurb from Competition Aught-Zero]"
"t1egxcvjz5pcm0xq","http://www.ifarchive.org/if-archive/games/competition2001/glulx/Bestof3/Bestof3.blb","","2de6944867f5acc404fe2e682d303c72bb886aeb29c166522aa28ce4c201063f","Best of Three.gblorb","en","","3.5918","Best of Three","Emily Short","Slice of life","1191038400000","0","0","0","0",""
"80s6vtj6yjwmt7sn","http://www.ifarchive.org/if-archive/games/competition2005/glulx/beyond/beyond.z8","","47a0ead0a351496660538f31eef23c1080b429c4cd75c804e47543907b3e4c80","Beyond__en___it.z8","en___it","","3.8649","Beyond","Roberto Grassi, Paolo Lucchesi, and Alessandro Peretti","Mystery","1191038400000","0","0","0","0","A mysterious death, a secret to be revealed… and someone who wants to know the truth, at any cost.
<p>
<i>“Oh, another nice question… Well, look at the glass boxes… look inside them… Many say that the answer is inside yourself. WRONG, my dear. I always say that the answer is inside a glass box. Or… let’s say… a yellow bag. But, unfortunately, we don’t have any yellow bag at the moment…”</i>"
"h9x354wyakeeanik","http://www.ifarchive.org/if-archive/games/glulx/btyt.gblorb","","0130d70298baf92afaba7f2684080050ffe1941f2e65329ffb1e4d43db56ca61","Bigger Than You Think.gblorb","en","","3.6765","Bigger Than You Think","Andrew Plotkin","Adaptation","1357078131000","0","0","0","0","Bigger Than You Think is a choice-based interactive narrative.

This game was written for the Yuletide 2012 fanfic exchange. The game was inspired -- perhaps loosely -- by Randall Munroe's comic xkcd-1110: ""Click and Drag"". The touch of Calvino is purely for added flavor."
"uva1vc6ico5u65zg","http://www.ifarchive.org/if-archive/games/zcode/bluechairs.z5","","7b50dacf8d8b15e2a6429d2173a7c6d07630f4394587ddf1ddee11508503c25b","Blue Chairs.z5","en","","3.7976","Blue Chairs","Chris Klimas","Surreal","1191038400000","0","0","0","0",""
"pzq8hv3aq3yplc9x","http://www.ifarchive.org/if-archive/games/competition2012/zcode/body/Body%20Bargain.zblorb","","799a51df8572492ceb9753d7912061e7c859808ebb2b6d3aab9e119d9103475e","Body Bargain__en-US.zblorb","en-US","","3.5714","Body Bargain","Amanda Lange","Horror","1349246218000","0","1","0","0","Your surgery went very well. But you couldn't really afford it... 

Be aware that this is a work of horror.

This game involves situations that may be violent, distressing, disturbing, or triggering. 

This game may involve positive interactions with a violent sociopath. The game may involve elements of coercion and powerlessness. The game is not sexually explicit but does involve some adult language and potentially dark imagery.

The tone this work will take about grim situations is fairly clinical. If any of these things sound like they will upset you, I would advise you not to play.

To the rest of you: enjoy!"
"timl7wld6zp9otsf","http://www.ifarchive.org/if-archive/games/zcode/bookvol.z5","","ec1d545f32842e29c69f6b586be88b2773a0f2d24e36c3e84bb7fef80d1c842a","Book and Volume.z5","en","","3.6923","Book and Volume","Nick Montfort","Science Fiction","1191038400000","0","0","0","0",""
"f55km4uutt2cqwwz","http://www.ifarchive.org/if-archive/games/glulx/Brain_Guzzlers_from_Beyond%21.gblorb","","084c12754f231b99252f68048e6f1f0dddd4e3e66ca1e3a412066c86df87b30e","Brain Guzzlers from Beyond!.gblorb","en","","4.2821","Brain Guzzlers from Beyond!","Steph Cherrywell","Humor","1443722800000","0","0","0","0","You are Bonnie Noodleman, Ordinary Well-Adjusted Teen-Ager, on an ordinary well-adjusted drive up Make-Out Mountain--until some gooey monstrosity from beyond the stars guzzles your boyfriend's brains clean out of his head! Jeepers, what a pickle! Can you convince the townsfolk you're not koo-koo, or is your thinker next on the alien menu?

Explore beautiful Canyonville, New Mexico, at the height of the 1959 Pine Nut Days festival, interact with a full cast of NPCs, perform beat poetry, tamper with baked goods, use hideously powerful space weapons to win cheap carnival trinkets, and try to avoid getting a Reputation!"
"y7j3nudckw62a7uo","http://www.ifarchive.org/if-archive/games/glulx/Briar.gblorb","","0319350989ebece384a6c0ff95056b56ea4d9a29302ee4718e0c05d2ae726926","Briar.gblorb","en","","3.5714","Briar","Hanon Ondricek","Pornographic, Fantasy","1375314247000","0","1","0","0","You are young, dumb, and full of hope for the future; on a secret quest that may change your life forever!  Or it may end in death and utter humliation.  Good thing you're not really all that bright.  

This is an adult fairy-tale encounter for grown-ups.  It contains explicit descriptions of sexual behavior, attitudes, and deviancy that may not be suitable for all readers.  Discretion is advised.

2nd Place, 2013 AIF Mini-Comp"
"ii0k5l53vhghqyh6","http://www.ifarchive.org/if-archive/games/competition2009/glulx/broken/Broken%20Legs.gblorb","","964e1cc9a42afd9a80aaf7238ebd9bbb77e1d24fcd3de3591fe63d75267e2c22","Broken Legs.gblorb","en","","3.5","Broken Legs","Sarah Morayati","Slice of life","1254638217000","0","0","0","0","A blurb? They expect you to write? You're Lottie Plum so you're not going into writing. You sing. And dance and act up a storm while everyone else can only manage a puddle. You belong at Bridger. No matter what it takes."
"9p8kh3im2j9h2881","http://www.ifarchive.org/if-archive/games/zcode/Bronze.zblorb","","173f8aa40366c809909441cd0296186f13f8c33e5c2323d3ba75b35cda21ffe5","Bronze.zblorb","en","","4.2757","Bronze","Emily Short","Fantasy","1191038400000","0","0","0","0","When the seventh day comes and it is time for you to return to the castle in the forest, your sisters cling to your sleeves."
"kc6qs3ene5morvlm","http://ifiction.free.fr/concours2008/brume/brume.z8","","6b9de7ddf9ddb7d8b6c2c2ac5fc9f4d7e5b68f13c58b389c7fc4a1c5b69f9560","Brume__fr.z8","fr","","3.5714","Brume","Rémi Verschelde (Akien)","","1233869638000","0","0","0","0","A small game that won the French IF Comp 2008, in which you have to find the exit of an unknown room... but you wake up in some kind of altered state if I may say so...

The emphasis has been set on the environment, the general ambiance and perceptions of the player, more than on the enigmas which remain quite simple."
"ay0yfjdivax1m40e","http://www.ifarchive.org/if-archive/games/competition2009/zcode/byzantine/byzantine_perspective.zblorb","","8dbf01f2f23b32ae1e8ce86eded079d489dc55d5a36d7208971dd0e8a53da8c3","Byzantine Perspective.zblorb","en","","3.1795","Byzantine Perspective","Lea Albaugh","Science Fiction","1254638525000","0","0","0","0","Your task is simple enough. Just nab the chalice."
